aluminium;ammonia;arsenic;barium;cadmium;chloramine;chromium;copper;flouride;bacteria;viruses;lead;nitrates;nitrites;mercury;perchlorate;radium;selenium;silver;uranium;is_safe
265;1807;35;35;11;338;26;107;144;0;0;6;1054;183;6;2271;155;1;4;8;0
505;1935;28;29;5;102;19;36;139;0;0;116;325;18;1;129;785;6;5;8;0
264;57;7;232;6;673;7;65;15;0;0;118;122;208;2;1849;235;1;31;6;0
137;1756;93;6;4;80;3;57;144;0;0;92;805;201;9;4627;268;2;3;7;0
222;866;73;211;9;446;76;196;82;0;0;37;1397;194;0;4035;77;0;33;1;0
435;193;2;335;4;421;28;166;79;0;0;59;522;128;6;1098;405;6;24;5;0
274;39;10;119;9;92;33;7;7;0;0;8;681;186;6;4494;785;6;13;8;0
62;453;86;168;6;425;49;75;44;0;0;157;1601;134;2;207;742;4;3;4;0
439;176;36;261;1;349;79;55;96;0;0;62;1492;207;3;328;155;3;15;4;0
455;1434;34;173;9;387;59;145;28;0;0;197;883;159;6;5373;447;6;2;8;0
341;1919;97;131;1;469;35;137;65;0;0;34;1137;228;8;4768;675;6;42;2;0
476;2331;41;188;11;684;43;183;103;0;0;137;1085;175;2;4405;108;6;27;2;0
374;1236;38;276;11;653;8;18;146;0;0;113;1013;126;6;1964;395;9;44;7;0
313;1667;93;199;1;52;3;4;116;0;0;44;614;149;6;1426;372;4;14;8;0
342;1831;85;258;13;168;68;145;14;0;0;102;855;17;2;5166;131;1;18;4;0
496;2055;95;288;4;303;19;17;59;0;0;159;1887;155;8;1988;649;1;31;9;0
245;2602;58;398;7;534;3;78;9;0;0;138;1139;156;9;1764;463;9;18;5;0
94;2314;62;414;4;105;26;5;85;0;0;34;45;139;7;491;323;9;3;2;0
95;538;54;416;4;515;15;138;139;0;0;47;298;147;1;1675;735;9;44;8;0
244;1438;21;204;1;154;23;13;37;0;0;156;1042;116;8;2525;324;5;44;0;0
97;924;17;219;1;778;19;122;106;0;0;103;413;151;7;2132;435;1;41;7;0
451;2798;26;414;3;541;38;52;22;0;0;64;1267;15;4;1618;663;3;14;7;0
31;2233;27;154;2;603;86;172;81;0;0;15;35;187;4;4109;727;2;24;5;0
89;27;8;207;1;465;72;6;4;0;0;78;1123;203;1;4785;241;8;4;4;0
203;14;66;438;1;371;79;137;62;0;0;112;821;164;7;203;438;5;29;5;0
341;1434;32;2;5;762;71;67;73;0;92;57;693;139;9;2506;719;9;2;0;0
129;1017;94;345;11;709;67;36;131;0;64;154;951;205;6;2943;773;6;27;1;0
324;1954;82;469;11;67;6;79;32;0;64;44;3;139;1;2021;78;8;16;5;0
431;2861;17;121;3;374;78;159;101;0;8;52;84;184;4;2199;496;8;27;8;0
149;297;102;305;6;353;13;122;46;0;4;105;928;144;5;2808;564;9;15;8;0
195;2875;25;402;1;525;22;51;7;0;6;75;808;147;1;4889;374;6;27;1;0
432;83;34;26;7;521;2;37;36;0;2;6;44;169;3;1435;6;4;31;6;0
341;24;3;324;2;334;86;179;59;0;8;3;1308;174;6;2968;423;8;39;4;0
81;37;54;226;4;333;18;7;57;0;5;65;1569;138;8;1963;593;3;47;3;0
156;2686;84;39;11;576;12;141;92;0;93;75;1688;208;5;3363;524;5;15;7;0
386;1101;97;289;9;644;45;22;79;0;59;119;1494;217;1;3837;614;8;4;5;0
482;372;74;6;9;9;1;16;83;0;68;153;572;191;9;2579;722;5;49;5;0
6;56;1;74;6;34;4;116;4;25;2;9;578;193;1;507;278;1;4;4;0
259;956;7;238;9;801;3;34;14;0;56;13;429;158;9;3822;653;5;5;3;0
484;526;74;416;7;454;28;196;5;0;5;196;691;152;4;489;777;7;12;6;0
214;1081;59;197;11;605;2;115;53;0;66;88;837;185;1;3593;566;0;17;2;0
394;95;25;276;12;142;4;14;77;0;3;62;1369;258;5;2492;99;8;49;8;0
149;542;19;228;1;314;19;66;59;0;65;194;1406;176;8;520;636;9;4;4;0
402;959;9;426;5;679;12;144;63;0;4;162;1651;185;3;2168;728;2;24;2;0
412;634;83;376;12;677;18;33;22;0;8;163;1177;12;7;2943;314;4;38;6;0
398;1108;96;103;4;165;61;84;55;0;78;118;633;162;3;195;244;4;4;7;0
18;162;78;309;8;96;25;31;129;0;56;26;1715;178;2;5559;98;2;21;8;0
242;2413;95;389;7;266;78;118;7;0;77;42;1697;141;9;5418;107;5;16;6;0
334;240;71;368;12;406;56;92;109;0;75;85;669;15;9;5525;178;5;42;1;0
172;2359;61;425;7;266;4;76;62;0;65;44;786;22;5;5;522;3;48;2;0
299;2434;63;14;6;274;88;13;6;0;58;35;291;116;7;1824;163;1;1;6;0
54;2808;27;101;11;222;65;62;44;0;2;136;124;134;4;3381;212;9;37;2;0
458;2324;64;351;12;309;46;4;88;0;59;118;661;188;3;3606;175;2;23;6;0
44;2378;24;436;12;358;84;10;138;0;68;198;1648;137;8;3677;454;6;9;7;0
7;76;4;6;7;69;8;115;77;77;77;19;886;194;0;379;26;3;2;0;0
182;2036;45;456;1;73;49;116;4;0;2;9;634;235;1;3308;583;1;24;4;0
354;2393;3;341;8;33;74;163;135;0;69;2;123;182;9;352;366;6;26;5;0
284;944;43;242;4;708;56;115;77;0;77;19;891;23;0;5298;195;3;32;0;0
486;1604;78;81;1;417;64;102;3;0;73;138;158;253;2;3119;632;3;4;7;0
351;487;68;17;9;415;49;41;122;0;6;101;1756;152;1;331;573;7;18;5;0
364;1371;99;111;3;497;24;69;45;0;5;49;836;212;0;1871;41;9;39;4;0
98;1153;11;172;9;152;77;27;145;0;84;14;473;163;0;2761;392;4;3;5;0
299;1176;64;271;1;236;57;181;38;0;6;83;772;167;7;1299;611;5;24;0;0
14;1215;64;204;3;281;4;4;116;0;87;126;1866;207;8;5081;715;3;18;8;0
372;982;58;34;3;62;1;109;37;0;53;75;1611;122;9;280;569;5;38;9;0
4;1737;9;255;7;1;6;163;135;69;69;2;104;18;9;11;219;6;0;5;0
161;2215;8;386;8;641;54;81;125;0;2;156;841;162;7;4191;219;9;37;4;0
83;2584;5;136;11;21;54;53;5;0;2;18;1156;198;5;4581;462;5;12;5;0
31;561;56;174;2;427;1;85;24;0;1;21;1241;163;4;1312;18;2;18;5;0
125;213;14;161;4;668;82;197;85;0;56;96;1898;156;3;1419;62;2;21;3;0
231;464;97;442;4;21;65;147;21;0;5;106;332;14;1;479;6;6;4;5;0
473;1175;13;245;0;576;77;102;134;0;62;62;179;216;6;316;453;2;29;6;0
424;871;16;305;9;30;76;189;95;0;3;178;1622;189;4;4137;91;2;11;6;0
279;1673;25;439;3;496;41;66;4;0;3;144;76;194;1;2368;273;9;45;4;0
287;71;103;409;1;509;38;86;13;0;89;2;1036;162;4;5625;767;5;5;6;0
415;1813;6;88;6;802;83;133;107;0;4;99;93;188;9;3007;351;9;25;9;0
317;1921;22;51;1;79;43;184;75;0;92;142;771;139;4;1354;584;2;38;9;0
295;1872;62;13;12;366;3;109;135;0;6;13;183;172;1;4941;633;5;6;7;0
14;2583;6;396;8;58;2;158;15;0;72;13;962;143;8;35;322;6;7;9;0
119;249;86;444;1;21;58;135;106;0;7;69;1239;181;5;882;278;7;16;3;0
2;2735;65;94;5;726;52;169;96;0;1;21;1498;195;5;1508;236;1;43;1;0
219;1256;43;55;6;821;76;7;52;0;59;152;1492;153;4;813;51;3;35;7;0
62;1202;69;232;2;724;63;29;143;0;75;166;1399;191;6;3033;681;8;49;7;0
263;2536;53;226;13;558;73;176;63;0;91;139;636;188;7;1646;587;5;1;6;0
288;2225;21;229;5;449;42;38;111;0;93;97;941;268;2;3116;44;2;45;5;0
441;974;87;209;6;712;87;6;3;0;1;137;1413;166;1;5231;99;0;7;5;0
126;55;13;94;7;205;56;159;13;0;0;76;1009;19;1;2695;145;5;12;2;0
274;569;92;128;6;214;74;174;97;0;4;199;1386;175;6;57;519;7;44;8;0
149;245;22;395;9;281;2;117;109;0;8;89;1395;199;4;1712;122;3;3;8;0
92;644;48;263;11;381;12;122;149;0;99;3;256;113;2;5065;715;0;44;3;0
11;1838;4;277;11;54;73;8;128;0;93;184;1151;152;3;367;585;9;49;9;0
206;779;31;265;1;664;6;67;63;0;3;7;1001;221;2;1338;635;9;17;7;0
9;41;6;107;6;8;9;18;74;19;5;112;1814;164;8;177;228;6;8;2;0
7;3;6;6;0;9;6;10;138;68;68;198;1685;20;8;455;93;6;0;7;0
405;2103;5;338;9;149;52;6;14;0;66;144;94;189;6;2226;684;2;46;5;0
98;2018;24;363;9;556;88;189;105;0;83;184;18;154;1;4483;9;7;4;7;0
5;2548;43;388;12;76;3;139;13;0;8;8;935;179;9;2876;721;9;22;8;0
207;2755;68;311;9;474;41;78;33;0;5;18;1714;194;2;5591;348;0;42;2;0
151;1001;48;207;4;702;4;68;79;0;2;14;757;14;9;5437;792;1;33;2;0
145;533;92;319;1;9;52;184;148;0;5;135;1956;228;2;556;688;0;47;8;0
41;21;81;24;7;655;32;146;94;0;2;135;808;16;5;2977;592;1;11;0;0
64;1362;38;15;6;675;17;57;133;0;10;65;1728;164;4;4849;545;8;48;8;0
332;724;14;98;8;475;23;77;68;0;0;92;1406;184;4;332;34;6;34;0;0
423;2203;67;241;8;591;68;34;12;0;0;135;1354;122;2;836;238;6;19;4;0
453;1174;34;355;6;669;14;199;144;0;3;1;427;229;1;3522;212;2;49;4;0
358;533;21;265;8;413;7;151;89;0;0;164;944;153;1;1463;25;8;1;9;0
177;777;34;102;1;679;28;36;45;0;79;198;809;144;8;3469;11;0;33;6;0
443;786;58;169;6;369;1;132;87;0;61;174;1298;141;9;5607;26;6;5;9;0
5;713;49;20;7;378;26;186;42;0;3;115;613;228;5;3305;636;6;27;6;0
119;1854;62;191;1;201;76;172;107;0;96;119;1178;208;5;1778;218;2;15;2;0
225;797;24;232;8;84;85;39;147;0;58;154;234;195;2;1198;59;0;33;4;0
446;2631;9;97;9;771;33;134;143;0;7;152;1403;179;5;2544;252;5;23;3;0
349;1557;78;291;1;96;39;76;24;0;7;27;467;184;1;2674;375;7;2;6;0
296;1371;27;158;8;517;47;121;109;0;77;158;26;178;4;119;89;5;4;8;0
39;143;48;19;8;435;41;85;82;0;9;154;1438;185;9;20;447;3;19;0;0
301;2309;17;104;1;404;16;134;36;0;84;7;85;113;7;3016;478;9;9;5;0
329;248;43;71;1;60;68;125;29;0;78;112;315;143;6;4756;304;7;32;6;0
276;472;53;65;6;483;4;29;128;0;96;4;1129;137;3;763;774;9;4;7;0
378;459;37;47;4;199;69;149;75;0;66;99;105;185;7;1127;653;2;7;9;0
223;2259;51;44;6;195;33;168;48;0;62;147;1809;15;4;2479;138;1;28;2;0
449;2832;23;364;4;147;32;29;67;0;65;155;1086;191;1;4115;515;4;32;7;0
389;199;45;422;6;176;18;66;88;0;68;113;188;206;2;492;533;1;38;5;0
227;1027;35;286;2;704;8;107;135;0;3;113;1484;13;3;1362;582;6;36;4;0
211;1212;68;242;3;232;55;56;129;0;64;18;361;123;8;2227;3;9;1;9;0
40;31;89;12;1;726;1;7;143;0;4;188;977;188;2;5379;526;6;47;3;0
237;20;83;333;6;363;4;171;14;0;95;25;1025;256;7;322;607;4;19;8;0
39;2264;41;34;3;794;6;28;28;0;0;137;1854;155;9;1318;693;1;26;2;0
302;2875;76;191;5;155;65;72;57;0;7;153;1595;166;3;1836;214;1;49;9;0
378;2543;18;99;11;722;61;167;119;0;86;132;129;142;9;69;312;9;5;3;0
295;388;6;291;3;648;8;85;116;0;5;67;1555;202;1;2797;647;9;48;1;0
194;2541;22;65;5;612;68;7;13;0;8;19;1283;104;3;545;543;2;1;4;0
18;953;28;264;9;72;15;104;58;0;5;106;1547;197;5;388;425;3;24;1;0
402;2605;5;237;7;129;4;117;131;0;57;109;688;223;7;2759;238;5;22;2;0
44;124;92;286;2;414;15;143;68;0;5;108;1687;169;1;1327;26;4;2;1;0
329;191;16;23;11;42;24;152;76;0;0;155;828;203;2;3726;304;1;2;8;0
296;509;93;276;3;526;33;72;42;0;0;7;1304;189;5;5023;349;0;38;3;0
0;434;9;57;5;4;4;1;72;39;8;11;1552;131;7;962;351;1;8;6;0
79;2239;1;113;8;335;19;154;47;0;0;42;61;129;8;4632;228;1;35;8;0
2;38;4;108;3;8;9;39;76;15;4;82;1579;16;1;39;26;2;1;1;0
99;2895;5;213;7;764;4;84;62;0;0;93;1081;15;4;5711;2;3;48;2;0
8;314;7;291;0;9;1;138;63;97;97;17;416;159;4;277;96;4;8;6;0
2;2574;0;272;2;9;1;165;5;9;6;18;427;162;1;484;28;8;1;7;0
148;35;4;216;5;606;85;14;44;0;0;15;103;117;5;5817;451;2;18;8;0
27;974;1;358;1;671;16;153;117;0;0;91;1404;10;9;5511;54;3;39;4;0
445;748;3;83;4;303;36;55;114;0;0;18;1586;183;1;4883;779;8;13;1;0
6;209;1;99;5;34;1;74;84;22;4;43;259;162;7;821;514;9;4;9;0
5;471;7;23;6;5;4;105;126;3;3;79;904;188;4;18;3;1;3;9;0
378;2204;5;179;1;32;47;1;107;0;0;89;1623;173;1;4603;781;7;2;0;0
9;71;7;268;5;15;5;4;55;58;58;127;208;184;4;988;471;3;5;1;0
39;2354;1;229;7;706;4;119;52;0;0;57;1375;141;5;5236;31;7;31;8;0
4;473;1;128;3;1;1;197;136;37;1;6;1451;15;4;506;79;3;9;5;0
4;96;6;149;1;7;6;115;25;4;3;135;244;188;1;922;47;9;1;2;0
6;95;2;18;5;26;8;54;79;89;89;7;1555;203;5;14;2;6;8;8;0
7;89;3;94;3;38;0;19;118;46;7;112;1674;186;3;835;287;5;2;5;0
1;38;3;72;9;5;9;132;65;95;95;148;961;119;0;227;9;0;1;9;0
493;2472;5;368;4;763;21;156;102;0;0;75;179;177;0;4848;198;3;47;6;0
74;1413;1;74;2;323;55;63;7;0;0;144;895;12;5;4941;576;6;5;2;0
105;2493;1;318;1;504;28;13;84;0;0;168;1882;10;0;510;642;5;12;0;0
2;365;7;226;4;5;6;178;1;75;75;153;568;199;4;1084;131;1;5;7;0
21;822;4;217;1;26;3;122;78;0;0;82;1753;151;6;5364;702;4;2;1;0
341;1405;1;276;1;315;52;167;62;0;0;9;1371;189;8;3599;378;7;7;6;0
7;216;1;3;5;5;5;113;24;59;59;51;634;18;4;13;163;0;7;8;0
108;2387;4;254;7;529;58;156;21;0;0;111;439;183;1;3723;792;9;29;4;0
99;1437;21;314;7;93;43;138;11;0;0;135;1022;195;6;4567;542;8;19;2;0
0;2246;6;121;2;46;7;75;129;18;1;134;1324;119;5;175;183;8;3;5;0
141;1123;87;299;3;742;3;166;108;0;0;16;185;151;4;170;172;2;45;5;0
106;1392;48;128;4;483;53;2;99;0;0;78;1515;164;6;922;707;7;44;1;0
237;2106;35;366;8;564;68;66;9;0;0;1;28;196;3;5064;321;8;27;5;0
17;898;31;352;1;72;83;17;5;0;0;54;1686;128;7;3264;678;8;34;2;0
356;2163;3;252;9;502;79;149;65;0;0;16;1324;121;3;379;682;2;34;1;0
493;836;1;38;2;313;57;118;3;0;0;69;46;165;4;5699;173;5;43;4;0
9;297;9;32;2;18;6;183;79;7;7;122;158;159;1;1;47;9;3;0;0
6;1399;5;38;1;14;3;28;111;2;8;52;119;18;8;47;252;6;1;2;0
6;842;9;1;5;49;6;163;75;95;95;162;1454;13;1;841;67;6;5;5;0
9;1245;2;45;4;25;8;191;96;14;2;132;1639;136;1;1054;14;2;8;2;0
383;1544;4;165;1;664;71;147;15;0;0;85;1895;192;1;3307;355;5;18;7;0
9;2646;2;91;9;53;5;102;124;44;1;197;1114;155;2;17;262;8;2;9;0
28;1565;4;392;1;39;79;31;74;0;0;16;1429;131;5;5265;624;3;11;5;0
199;2874;2;315;4;64;27;2;58;0;0;112;117;158;7;2046;721;7;46;9;0
7;891;6;179;4;5;8;129;101;3;6;13;1467;175;2;466;18;9;2;9;0
9;78;3;95;2;54;0;87;139;35;1;2;1157;184;3;71;357;8;1;7;0
3;142;1;327;4;12;8;86;129;39;5;16;1146;189;8;901;81;1;9;4;0
411;93;5;321;8;146;59;31;13;0;0;154;1546;158;7;5019;569;9;18;4;0
27;2942;3;233;9;294;73;105;81;0;0;66;462;142;0;4709;573;7;35;2;0
4;336;7;321;8;17;6;66;4;32;2;28;817;149;2;532;32;0;4;2;0
269;2907;3;185;9;531;7;112;53;0;0;159;1447;191;6;5266;84;2;13;3;0
284;1484;2;152;4;519;18;69;106;0;0;61;16;127;0;5099;522;1;21;6;0
444;260;2;38;6;302;55;66;49;0;0;151;1425;137;3;4082;216;6;46;5;0
241;55;81;234;4;15;62;188;33;0;0;21;1952;183;7;5362;284;1;24;8;0
8;1282;1;162;3;6;6;139;66;7;7;126;914;175;3;38;75;0;9;0;0
93;2077;2;323;4;40;71;156;63;0;0;142;629;162;7;4627;177;6;3;1;0
4;2056;9;394;5;8;1;72;9;11;3;166;1724;11;9;52;263;1;6;9;0
8;966;8;171;6;5;4;13;104;26;1;157;1192;157;2;42;56;9;7;0;0
6;34;7;34;8;7;2;148;95;91;91;73;1824;211;6;534;2;4;7;0;0
185;2694;1;195;2;757;78;36;3;0;0;55;522;196;0;4976;797;9;21;5;0
253;2011;2;239;3;486;41;162;98;0;0;107;409;167;7;4647;163;9;16;2;0
2;1522;4;101;5;3;4;47;102;4;0;2;1907;188;7;1053;5;7;1;8;0
8;43;8;198;1;5;0;4;13;3;7;11;114;116;8;5;68;7;9;4;0
2;999;8;12;4;8;9;166;108;32;1;17;1442;172;1;131;59;3;6;8;0
6;1667;2;82;3;22;2;68;12;26;6;155;1578;134;9;98;319;5;6;0;0
1;967;5;59;3;7;8;195;99;5;9;156;1944;135;6;27;49;1;7;2;0
4;105;5;7;2;16;2;163;67;4;8;143;685;129;8;229;223;2;8;3;0
7;513;8;76;8;1;9;133;108;44;5;93;419;273;1;12;501;2;5;1;0
1;167;6;93;8;52;3;53;93;36;3;102;256;187;0;554;123;1;9;9;0
342;255;1;264;9;755;8;99;36;0;0;114;765;13;1;4498;704;2;9;0;0
8;74;9;45;1;0;7;62;88;25;2;167;93;181;8;3;298;1;1;4;0
9;2;5;267;1;18;1;16;16;2;3;178;1669;151;2;81;277;3;4;1;0
9;86;7;226;1;47;6;13;3;2;3;5;1708;20;5;8;82;1;2;0;0
6;68;9;74;4;15;9;194;63;75;75;109;933;135;8;75;33;2;7;2;0
7;282;9;258;1;21;8;51;149;24;3;2;428;197;8;899;73;4;6;7;0
171;811;1;147;7;327;77;156;147;0;0;166;1239;129;5;4739;354;5;5;1;0
3;131;3;56;2;1;1;18;16;51;51;173;821;159;6;6;49;8;9;7;0
0;1866;8;14;0;52;6;14;75;51;51;93;463;255;9;63;158;7;5;8;0
462;2046;4;27;5;541;61;193;2;0;0;194;1149;105;8;4683;15;6;21;2;0
8;1453;9;67;2;39;8;31;74;55;55;93;88;202;9;771;628;9;1;5;0
7;264;1;12;9;18;0;49;138;31;9;115;1841;209;5;342;19;8;1;8;0
372;2011;3;128;4;682;54;126;127;0;0;176;1458;11;0;3455;60;7;31;4;0
2;1078;7;23;3;2;3;63;103;18;4;31;995;182;3;912;308;5;9;8;0
1;501;6;23;5;1;5;193;78;55;55;17;1825;159;3;44;147;4;6;1;0
8;2565;6;1;0;5;2;199;8;1;8;172;1693;205;1;5;44;8;9;2;0
83;1459;3;284;1;24;27;123;101;0;0;4;1189;173;7;4491;447;2;29;1;0
8;1447;1;52;5;2;5;85;14;41;6;183;1433;167;1;143;332;3;1;2;0
1;152;4;96;4;2;6;106;108;15;1;189;748;22;7;38;87;1;8;0;0
76;2522;2;299;1;228;89;127;125;0;0;76;749;132;8;377;752;1;15;8;0
4;2322;6;98;6;48;1;26;82;74;74;197;1801;13;3;33;98;1;7;7;0
7;16;6;45;2;5;3;98;33;49;7;62;503;137;4;574;63;3;3;3;0
0;552;7;296;5;25;6;5;4;74;74;12;135;196;0;268;39;6;4;0;0
49;1106;4;358;7;21;2;41;24;0;0;127;1588;177;6;4837;355;7;4;3;0
1;49;6;198;3;36;4;141;108;38;2;15;79;205;3;5;329;4;6;4;0
4;276;5;129;8;2;1;24;83;8;8;194;868;18;6;1;16;1;8;5;0
7;203;3;287;3;7;1;142;129;28;2;1;203;159;4;28;169;8;5;7;0
0;249;1;63;4;12;5;171;135;85;85;1;1365;123;5;96;254;1;7;9;0
9;552;5;14;3;26;2;13;142;48;6;182;1131;145;5;8;297;0;4;5;0
3;362;6;8;4;9;4;99;31;1;7;19;114;161;3;711;10;4;4;4;0
3;551;3;218;2;6;1;171;3;6;6;193;1052;136;3;617;21;1;1;4;0
2;269;7;249;4;9;2;123;148;57;57;106;74;113;5;39;652;9;2;4;0
3;186;1;87;5;9;6;86;11;85;85;101;692;109;8;941;5;4;2;6;0
42;29;3;365;2;136;42;131;63;0;0;139;1588;183;2;5392;104;1;34;8;0
3;14;2;43;7;1;5;65;2;45;5;13;1675;171;3;228;287;1;9;1;0
6;1591;4;185;5;21;7;186;105;58;58;6;647;145;3;447;6;4;4;1;0
6;2718;4;287;8;524;42;192;144;0;0;154;217;187;7;4697;671;1;46;5;0
377;1725;4;351;1;234;79;172;73;0;0;155;1032;186;1;4075;473;7;49;9;0
4;1011;3;15;8;48;44;117;9;0;0;14;1766;104;7;4525;655;1;19;4;0
398;1977;88;147;9;64;1;186;86;0;0;197;1412;199;1;2419;724;8;8;7;0
65;2448;66;131;1;354;77;145;98;0;0;167;1484;189;4;3043;499;8;25;8;0
27;1666;7;203;12;655;49;82;124;0;0;109;571;179;1;5559;8;3;31;1;0
194;1532;76;233;1;602;33;22;1;0;0;52;1537;111;9;576;474;1;26;5;0
48;1552;63;384;5;13;52;164;86;0;0;32;1069;195;6;2193;646;3;35;6;0
55;922;12;377;3;367;85;101;68;0;0;127;1559;141;6;5438;224;0;12;1;0
469;2241;78;329;9;661;41;144;58;0;0;191;1036;222;8;2231;653;2;21;8;0
2;1177;6;10;7;62;0;43;9;79;79;199;30;217;1;32;35;9;2;3;0
124;2585;84;119;5;18;18;144;3;0;0;162;234;148;8;636;541;1;32;0;0
48;2819;51;187;11;366;65;1;43;0;0;33;612;159;1;3847;514;1;6;5;0
335;923;43;219;1;761;22;95;28;0;0;182;1938;15;9;531;28;8;8;9;0
117;1469;25;354;4;635;68;13;5;0;0;36;272;244;8;392;86;1;19;2;0
272;1869;5;101;2;316;31;121;121;0;0;105;90;236;3;5441;611;4;34;5;0
25;2779;35;385;7;348;77;199;22;0;0;85;37;202;8;364;235;9;9;3;0
24;1404;59;355;11;537;1;71;52;0;0;146;851;161;3;154;292;7;41;1;0
201;1656;53;342;1;458;71;114;114;0;0;45;905;155;1;2767;702;2;42;4;0
307;807;5;414;12;376;29;128;32;0;0;175;172;123;7;4655;653;1;32;2;0
278;1932;67;194;2;238;74;18;13;0;0;132;963;182;6;839;635;0;17;6;0
143;1887;92;182;8;227;3;134;26;0;0;113;229;176;1;260;273;9;11;4;0
29;2845;67;17;11;291;6;42;113;0;0;53;1327;177;6;4969;129;8;12;4;0
308;1374;84;399;1;787;41;197;61;0;0;95;1371;197;5;5603;295;1;12;2;0
313;873;47;239;5;508;3;111;36;0;0;189;1652;238;1;4922;781;1;21;5;0
255;1049;74;125;1;257;26;155;109;0;0;137;1397;159;1;378;74;9;37;3;0
467;86;89;411;1;219;71;7;32;0;0;168;249;125;3;3441;144;9;31;1;0
59;2223;8;266;5;677;89;93;2;0;0;105;678;16;2;1881;63;4;43;5;0
23;1218;86;316;2;512;36;34;14;0;0;86;1468;145;0;2965;375;1;2;6;0
38;1759;33;259;6;13;38;22;109;0;0;101;1061;136;1;5911;108;4;3;1;0
6;48;5;89;5;1;3;25;11;71;71;9;181;146;4;465;392;6;2;3;0
18;1364;18;211;1;5;51;15;69;0;0;53;197;152;5;4635;698;5;15;7;0
99;274;91;372;4;208;15;199;129;0;0;47;833;169;2;3137;395;4;14;2;0
187;91;71;232;13;64;3;17;29;0;0;185;1305;175;6;2214;258;3;4;4;0
383;1907;92;161;11;666;7;29;5;0;0;136;1897;225;1;3342;309;2;38;2;0
2;1099;0;68;6;1;4;41;72;25;7;2;88;148;1;323;15;6;7;2;0
357;197;101;291;2;202;32;94;26;0;0;23;112;152;3;5101;423;6;3;4;0
255;1015;4;211;12;325;52;189;118;0;0;92;786;169;2;2292;34;7;29;7;0
184;165;39;279;7;323;42;167;121;0;0;42;1044;159;5;4548;25;6;12;5;0
279;1471;76;44;3;809;25;65;73;0;0;132;437;133;7;4593;22;5;5;5;0
471;17;103;63;5;749;9;172;89;0;0;184;1089;206;1;3475;526;0;1;8;0
14;1216;88;397;3;386;47;13;129;0;0;72;1355;172;6;2621;145;2;31;4;0
273;951;48;188;5;294;69;16;87;0;0;18;121;186;3;3279;728;7;12;1;0
167;644;27;172;8;322;11;5;121;0;0;15;264;119;1;2907;628;9;47;1;0
469;1986;53;375;4;458;89;38;2;0;0;121;779;16;8;347;329;7;26;9;0
52;2667;79;37;3;745;15;165;8;0;0;25;1416;208;2;375;441;8;34;6;0
12;1996;6;297;9;214;81;36;73;0;0;3;1415;147;5;332;448;3;38;2;0
496;1792;51;53;1;533;84;62;97;0;0;12;902;131;3;107;577;1;3;7;0
227;2958;27;313;5;491;72;14;142;0;0;82;1203;16;6;691;496;0;16;5;0
308;909;77;153;12;636;61;77;76;0;0;86;1049;14;0;3339;636;2;17;8;0
93;1102;73;104;9;461;85;11;148;0;0;147;852;156;7;3188;12;2;27;2;0
9;1308;5;326;1;49;33;73;68;0;0;53;1775;272;8;1106;66;1;6;4;0
29;2292;3;302;6;55;2;177;62;0;0;137;1537;127;4;5843;76;1;45;5;0
268;1901;61;248;3;236;69;87;69;0;0;153;601;134;7;2797;415;1;38;8;0
48;1345;96;391;1;254;17;25;125;0;0;129;1652;194;3;3952;541;3;11;7;0
281;405;95;289;12;471;19;123;86;0;0;19;1707;156;7;1185;162;1;21;8;0
271;2274;29;304;2;336;79;157;66;0;0;71;1449;181;8;3471;332;5;32;6;0
485;1182;99;393;7;745;46;143;149;0;0;16;67;154;0;3129;674;0;42;0;0
393;2098;96;425;1;365;2;19;52;0;0;62;729;182;4;2974;665;0;42;2;0
367;372;3;7;1;752;45;161;45;0;0;149;1957;172;4;5597;439;1;33;3;0
283;304;75;23;11;631;47;175;128;0;0;177;1738;126;3;2345;491;1;17;8;0
168;1565;7;325;3;435;74;135;124;0;0;193;1808;174;1;4313;171;9;44;5;0
276;2609;15;328;2;412;17;156;91;0;0;13;1157;112;6;5884;616;5;5;8;0
192;60;46;466;8;348;52;103;51;0;0;12;153;192;8;1435;221;2;48;4;0
174;227;16;213;12;589;78;153;87;0;0;79;92;131;7;2046;777;6;11;5;0
462;2574;84;399;1;309;72;46;141;0;0;49;977;15;6;2468;455;3;19;0;0
446;1504;93;247;7;664;62;157;26;0;0;182;217;206;8;367;239;1;2;5;0
347;23;4;303;2;329;73;27;53;0;0;11;1437;208;9;2494;329;4;17;0;0
187;671;4;95;7;263;25;109;135;0;0;31;176;184;7;5542;115;8;26;8;0
336;2197;65;59;2;752;73;105;10;0;0;109;266;109;1;4489;49;4;47;5;0
241;2695;3;125;9;41;13;134;29;0;0;167;1529;203;2;3948;799;6;5;6;0
437;2054;68;328;5;743;61;123;144;0;0;12;954;243;4;5652;322;7;18;8;0
6;2919;37;315;5;831;68;109;0;0;0;91;1794;203;1;3656;376;9;3;0;0
32;1057;65;136;2;389;12;177;43;0;0;114;1302;176;8;3624;9;2;16;6;0
73;1889;49;84;8;532;2;118;10;0;0;86;1007;199;7;1477;305;3;13;8;0
417;1789;29;432;4;11;41;182;22;0;0;108;902;194;5;2244;88;1;1;7;0
493;2684;77;8;3;124;68;71;99;0;0;71;96;124;2;2438;10;0;41;5;0
216;1693;25;92;4;797;88;115;34;0;0;65;1844;169;3;5685;114;1;4;1;0
